4.179507833143559e-15, 5.99484250318947e-20
6.726422707622318e-15, 3.4053655850164216e-20
9.687745751035463e-15, 2.3357214690901405e-20
9.687745751035463e-15, 2.5665913434125162e-20
1.3952798064616576e-14, 1.602058470659693e-20
1.9468057383196806e-14, 1.2074560865147269e-20
2.8942661247167516e-14, 8.281874688183978e-21
4.3028311637878616e-14, 5.680492161728428e-21
6.197162464555208e-14, 3.896218237338935e-21
8.646775644156038e-14, 2.6723945955333333e-21
1.168794695511745e-13, 2.0141581465606928e-21
1.6307956365470331e-13, 1.5180516552972639e-21
2.2754162201398597e-13, 1.1441409564019475e-21
3.075706503358041e-13, 9.475632026539976e-22
4.291471174738252e-13, 8.623280529014904e-22
5.531263395890273e-13, 9.475632026539898e-22
4.2801411774188064e-12, 1.191306172003069e-22
1.2192925547792934e-11, 1.041223256048298e-21
2.090843223457276e-11, 3.545745842465587e-21
2.917311328167124e-11, 6.241969430667669e-21
3.7601131888975235e-11, 1e-20
4.621182896374479e-11, 1.602058470659693e-20
5.4155116549359346e-11, 1.9344152513505212e-20
6.246506534401121e-11, 2.820281104255964e-20
7.091633267391821e-11, 3.741962364657531e-20
7.924405759198796e-11, 4.5182552327147754e-20
1.105676333401854e-10, 8.740181831657761e-20
1.5924528782284378e-10, 1.8578294713585847e-19
2.0525073934726524e-10, 3.5938136638045815e-19
2.0853231472054305e-10, 1.400228233851338e-19
2.9096092772428076e-10, 2.7086228509336323e-19
3.8101444997907717e-10, 5.239601353002591e-19
5.15021652435089e-10, 1.0135564768245038e-18
7.417611176019873e-10, 2.1544346900318427e-18
1.251955747256658e-9, 6.6766929391874335e-18
2.0148744549550404e-9, 1.7136342300341935e-17
3.2427017313720648e-9, 4.3981987805810615e-17
4.7449781133843184e-9, 9.348893962206273e-17
6.2135670248724686e-9, 1.6457894309216978e-16
8.94910417624652e-9, 3.1836401756864014e-16
1.3095038325562878e-8, 6.767205372281912e-16
1.9161697681776484e-8, 1.580630687378074e-15
2.5493495755721847e-8, 2.7825594022070235e-15
3.850648433753748e-8, 5.9146605445915646e-15
1.3025984665356634e-12, 7.141692874235885e-22
