4.411756445115078e-9, 5.02258369294196e-12
5.544465036154009e-9, 5.726838957033632e-12
6.967994022238555e-9, 6.8752867892848425e-12
8.757010888760482e-9, 8.772538495953425e-12
1.1005353830833689e-8, 1.0806751388758741e-11
1.3830953790099656e-8, 1.3788900082224066e-11
1.7382020213463764e-8, 1.775965990963436e-11
2.1844814991539777e-8, 2.1724590834697378e-11
2.7453422338387032e-8, 2.7589942253950698e-11
3.4502027065999086e-8, 3.561832160512687e-11
4.336034527828098e-8, 4.67433230635853e-11
5.449301686116164e-8, 6.265048949982208e-11
6.848397695113032e-8, 8.738345611400365e-11
8.606708472376124e-8, 1.3137067065184194e-10
1.0269015799708897e-7, 1.7655927924296113e-10
